link	volume	year	download_link
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Organic-Solvents-Resin-Monomers-And-Related-Compounds-Pigments-And-Occupational-Exposures-In-Paint-Manufacture-And-Painting-1989	47	1989	https://publications.iarc.fr/_publications/media/download/1679/99c031474795027a4681b66e486124ae4cd190af.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Diesel-And-Gasoline-Engine-Exhausts-And-Some-Nitroarenes-1989	46	1989	https://publications.iarc.fr/_publications/media/download/1644/1224684949055fa8112dd008a17185a728a6044f.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Occupational-Exposures-In-Petroleum-Refining-Crude-Oil-And-Major-Petroleum-Fuels-1989	45	1989	https://publications.iarc.fr/_publications/media/download/1627/13a3d47168725cce5807f8e876bc3677443e8b21.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Alcohol-Drinking-1988	44	1988	https://publications.iarc.fr/_publications/media/download/1611/d9f2faf30d259e46ceba7692d2b58f904e11e863.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Man-Made-Mineral-Fibres-And-Radon-1988	43	1988	https://publications.iarc.fr/_publications/media/download/1592/bddbe727065b1d7fddd8a42fa4e9e9cf758ce65e.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Silica-And-Some-Silicates-1987	42	1987	https://publications.iarc.fr/_publications/media/download/1590/d3f74eb781daf26f18ccf3a5fd7f87cd00f4ed90.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Halogenated-Hydrocarbons-And-Pesticide-Exposures-1986	41	1986	https://publications.iarc.fr/_publications/media/download/1589/6cbc08eaf3b1969806bbb96f6aa5e5f4f5af4aa9.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Naturally-Occurring-And-Synthetic-Food-Components-Furocoumarins-And-Ultraviolet-Radiation-1986	40	1986	https://publications.iarc.fr/_publications/media/download/1588/b44fc9b27cd20fc2ded878cba92708e1a68d2165.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Chemicals-Used-In-Plastics-And-Elastomers-1986	39	1986	https://publications.iarc.fr/_publications/media/download/1587/db7f36d8eee8c97c009b5e338ebdf44a6de4d0e1.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Tobacco-Smoking-1986	38	1986	https://publications.iarc.fr/_publications/media/download/1586/95d8bdccbf1bc939e30da226c25cdb14494f0e27.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Tobacco-Habits-Other-Than-Smoking-Betel-Quid-And-Areca-Nut-Chewing-And-Some-Related-Nitrosamines-1985	37	1985	https://publications.iarc.fr/_publications/media/download/1585/8993aa4c7b46c075cf2af3a4c844a99c783d63ae.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Allyl-Compounds-Aldehydes-Epoxides-And-Peroxides-1985	36	1985	https://publications.iarc.fr/_publications/media/download/1584/3ef54f58ce19b8cb94da1d31bc8ead4eb6679a2a.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Polynuclear-Aromatic-Compounds-Part-4-Bitumens-Coal-tars-And-Derived-Products-Shale-oils-And-Soots-1985	35	1985	https://publications.iarc.fr/_publications/media/download/1583/a9160950255c2a0df4c85158f4632f1aef17ac4b.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Polynuclear-Aromatic-Compounds-Part-3-Industrial-Exposures-In-Aluminium-Production-Coal-Gasification-Coke-Production-And-Iron-And-Steel-Founding-1984	34	1984	https://publications.iarc.fr/_publications/media/download/1582/605f6bc6b308e7ee3dbc2e7d5c6096f4ad00bb4a.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Polynuclear-Aromatic-Compounds-Part-2-Carbon-Blacks-Mineral-Oils-And-Some-Nitroarenes-1984	33	1984	https://publications.iarc.fr/_publications/media/download/1581/9e2cffeb2693fb9036a8a919904cef95a220da8e.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Polynuclear-Aromatic-Compounds-Part-1-Chemical-Environmental-And-Experimental-Data-1983	32	1983	https://publications.iarc.fr/_publications/media/download/1580/86e6b298345dacba8c124630d7ebe6b173986c7b.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Food-Additives-Feed-Additives-And-Naturally-Occurring-Substances-1983	31	1983	https://publications.iarc.fr/_publications/media/download/1579/6ee2bb2945de9540565266115886424ec5396608.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Miscellaneous-Pesticides-1983	30	1983	https://publications.iarc.fr/_publications/media/download/1578/ec61549eb4e8ed1491e9108a42cdf53c5c843ceb.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Industrial-Chemicals-And-Dyestuffs-1982	29	1982	https://publications.iarc.fr/_publications/media/download/1577/2f8d8229f8923fd2509f7f95e848ba6bf7f88766.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/The-Rubber-Industry-1982	28	1982	https://publications.iarc.fr/_publications/media/download/1576/535bcb940c01e84f0acbfc089ef7bc832813b61a.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Aromatic-Amines-Anthraquinones-And-Nitroso-Compounds-And-Inorganic-Fluorides-Used-In-Drinking-water-And-Dental-Preparations-1982	27	1982	https://publications.iarc.fr/_publications/media/download/1575/8cd3218c7ae9e175a49941630a923b644fb0f881.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Antineoplastic-And-Immunosuppressive-Agents-1981	26	1981	https://publications.iarc.fr/_publications/media/download/1574/15ed8e408a3c19761f89ef77490d416adb2c19d2.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Wood-Leather-And-Some-Associated-Industries-1981	25	1981	https://publications.iarc.fr/_publications/media/download/1573/9a567536d28faf4603faae3d3966e1e72a5e3def.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Pharmaceutical-Drugs-1980	24	1980	https://publications.iarc.fr/_publications/media/download/1572/280837b296cfecf310c28f0c729a36f2e9016384.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Metals-And-Metallic-Compounds-1980	23	1980	https://publications.iarc.fr/_publications/media/download/1571/e8a5d8c23ca32103f47ef366fa6b597491a4d654.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Non-Nutritive-Sweetening-Agents-1980	22	1980	https://publications.iarc.fr/_publications/media/download/1570/3adcf2965da1284954888e769b14f8f6051a8f39.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Sex-Hormones-II--1979	21	1979	https://publications.iarc.fr/_publications/media/download/1569/0fd49ce17f771e2b99685539ce1a0b77a361d87c.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Halogenated-Hydrocarbons-1979	20	1979	https://publications.iarc.fr/_publications/media/download/1568/91745f20178ce526c22f48e21993964032fa110e.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Monomers-Plastics-And-Synthetic-Elastomers-And-Acrolein-1979	19	1979	https://publications.iarc.fr/_publications/media/download/1567/e0810d3fef3e385f8bc9539070f40f1c466e6ac8.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Polychlorinated-Biphenyls-And-Polybrominated-Biphenyls-1978	18	1978	https://publications.iarc.fr/_publications/media/download/1566/b3c78b9d61149b65059cd0b2f3d1ccf9b87d275e.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Em-N-Em--Nitroso-Compounds-1978	17	1978	https://publications.iarc.fr/_publications/media/download/1565/12f27b1bb900b6286a5da21c926a24880fc9399e.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Aromatic-Amines-And-Related-Nitro-Compounds—Hair-Dyes-Colouring-Agents-And-Miscellaneous-Industrial-Chemicals-1977	16	1977	https://publications.iarc.fr/_publications/media/download/1564/758b1740e5cafdbde34721af7bfa266a82dcc4e9.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Fumigants-The-Herbicides-2-4-D-And-2-4-5-T-Chlorinated-Dibenzodioxins-And-Miscellaneous-Industrial-Chemicals-1977	15	1977	https://publications.iarc.fr/_publications/media/download/1563/a870aa191a4ce861c017da1342f2c6f3511b35bf.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Asbestos-1977	14	1977	https://publications.iarc.fr/_publications/media/download/1562/0a22ef42b88b8d462e80ce15006e05987f78f521.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Miscellaneous-Pharmaceutical-Substances-1977	13	1977	https://publications.iarc.fr/_publications/media/download/1561/3ef903d8f340f7f094e171a7a5e82610870f161f.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Carbamates-Thiocarbamates-And-Carbazides-1976	12	1976	https://publications.iarc.fr/_publications/media/download/1560/48c4132a958417eed2df597f0972f38f4c706b11.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Cadmium-Nickel-Some-Epoxides-Miscellaneous-Industrial-Chemicals-And-General-Considerations-On-Volatile-Anaesthetics-1976	11	1976	https://publications.iarc.fr/_publications/media/download/1559/c33d14f8e460e5dd76e83a9b1a926a3b91aa8f0c.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Naturally-Occurring-Substances-1976	10	1976	https://publications.iarc.fr/_publications/media/download/1558/5102f793cee9eefa92a3b9534221faaf1ccbbfcd.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Aziridines-Em-N-Em---Em-S-Em---And-Em-O-Em--Mustards-And-Selenium-1975	9	1975	https://publications.iarc.fr/_publications/media/download/1557/79ca28bbd0b1e28bb839602c5a3054c078c6c7b1.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Aromatic-Azo-Compounds-1975	8	1975	https://publications.iarc.fr/_publications/media/download/1556/c9b6afd995a66119c2d75d97a6298759819fc30a.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Anti-Thyroid-And-Related-Substances-Nitrofurans-And-Industrial-Chemicals-1974	7	1974	https://publications.iarc.fr/_publications/media/download/1555/8983baef8abdb23cb37581dd1bc561c3bf1a1cc3.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Sex-Hormones-1974	6	1974	https://publications.iarc.fr/_publications/media/download/1554/c39a385940d84152c8405b933635e7518a527a9b.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Organochlorine-Pesticides-1974	5	1974	https://publications.iarc.fr/_publications/media/download/1553/09c5dcf270093e55563e337ebb705f9b21ea2feb.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Aromatic-Amines-Hydrazine-And-Related-Substances-Em-N-Em--Nitroso-Compounds-And-Miscellaneous-Alkylating-Agents-1974	4	1974	https://publications.iarc.fr/_publications/media/download/1552/c22286e8bb3c4abb2d48858919a23215419059e0.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Certain-Polycyclic-Aromatic-Hydrocarbons-And-Heterocyclic-Compounds-1973	3	1973	https://publications.iarc.fr/_publications/media/download/1551/2ccfd20e43102036b82688471db6dbe043f2c0fa.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Inorganic-And-Organometallic-Compounds-1973	2	1973	https://publications.iarc.fr/_publications/media/download/1550/03a93e2318f88349d303a43b5485bb5d8050eeae.pdf
https://publications.iarc.fr/Book-And-Report-Series/Iarc-Monographs-On-The-Identification-Of-Carcinogenic-Hazards-To-Humans/Some-Inorganic-Substances-Chlorinated-Hydrocarbons-Aromatic-Amines-Em-N-Em--Nitroso-Compounds-And-Natural-Products-1972	1	1972	https://publications.iarc.fr/_publications/media/download/1549/4320cf05ba900c1a7391e7a8c5e993d95348044a.pdf
